Date and Time:                Thu Oct 24 16:23:23.000 2024
Software Version:             4.32.30065.0
Temperature (C):              -55
Model:                        DV401_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.01223
Accumulate Cycle Time (secs): 0.01223
Frequency (Hz):               81.766
Number of Accumulations:      10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Shutter Mode:                 Fully AUTO
TTL level:                    High
Time to open:                 10 ms
Time to close:                0 ms
Extended Data Range:          off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 8.25
Pixel Readout Time (usecs):   10
Serial Number:                26963
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR163:
Serial Number:                
Wavelength (nm):              600
Grating Groove Density (l/mm):600



475.05103	5110
475.30023	5117
475.54941	5136
475.79858	5181
476.04773	5191
476.29688	5236
476.54599	5228
476.7951	5264
477.04419	5279
477.29327	5325
477.54233	5348
477.79135	5357
478.04037	5413
478.2894	5440
478.53839	5454
478.78735	5479
479.03635	5499
479.28528	5542
479.53421	5541
479.78311	5560
480.03201	5614
480.28091	5617
480.52979	5660
480.77863	5674
481.02747	5709
481.27628	5743
481.52509	5743
481.77386	5761
482.02264	5819
482.27139	5819
482.52014	5853
482.76886	5873
483.01758	5915
483.26627	5926
483.51495	5955
483.76361	5956
484.01224	6039
484.26086	6043
484.50949	6106
484.75809	6050
485.00665	6137
485.25522	6124
485.50375	6159
485.75229	6200
486.00082	6266
486.2493	6293
486.4978	6263
486.74625	6331
486.99469	6349
487.24313	6375
487.49155	6394
487.73996	6429
487.98834	6447
488.23669	6526
488.48505	6510
488.7334	6520
488.98169	6590
489.23001	6611
489.4783	6627
489.72656	6682
489.97482	6710
490.22305	6723
490.47125	6771
490.71945	6782
490.96765	6823
491.21582	6861
491.46396	6883
491.7121	6887
491.96024	6945
492.20831	6996
492.45642	6980
492.70447	7031
492.95255	7061
493.20056	7078
493.44858	7133
493.69659	7146
493.94458	7187
494.19254	7192
494.44049	7243
494.68842	7289
494.93634	7315
495.18423	7301
495.43213	7353
495.67999	7417
495.92786	7444
496.17566	7457
496.42349	7494
496.6713	7540
496.91907	7572
497.16684	7595
497.41458	7631
497.66232	7675
497.91003	7706
498.15771	7736
498.4054	7728
498.65308	7807
498.90073	7779
499.14835	7855
499.39597	7878
499.64355	7912
499.89111	7983
500.13867	7989
500.38623	8018
500.63376	8015
500.88126	8110
501.12875	8136
501.37622	8104
501.62369	8162
501.87112	8209
502.11853	8237
502.36594	8293
502.61334	8299
502.86069	8325
503.10806	8342
503.35538	8455
503.60269	8417
503.85001	8493
504.09729	8516
504.34454	8532
504.5918	8511
504.83902	8636
505.08624	8606
505.33344	8641
505.5806	8650
505.82776	8733
506.07492	8722
506.32202	8736
506.56915	8818
506.81622	8814
507.06329	8842
507.31036	8911
507.5574	8908
507.80441	8898
508.05142	8968
508.2984	9047
508.54535	9085
508.7923	9029
509.03925	9079
509.28613	9148
509.53305	9167
509.77991	9136
510.02676	9231
510.27362	9195
510.52045	9255
510.76724	9262
511.01404	9324
511.2608	9339
511.50754	9368
511.75427	9402
512.00098	9417
512.24768	9438
512.49438	9439
512.74103	9501
512.98767	9482
513.23431	9504
513.4809	9589
513.72748	9612
513.97406	9610
